Country,location_name,latitude,longitude,last_updated,temperature_celsius,precip_mm,humidity,air_quality_PM2.5,air_quality_PM10
Indonesia,Jakarta,-6.21,106.85,2023/11/20 2:45,26,0.31,94,349.9,427.5
Iran,Tehran,35.73,51.33,2023/11/19 23:15,16,0,31,23.7,35.7
Iraq,Baghdad,33.34,44.39,2023/11/19 22:45,19,0.33,78,30.7,51.3
Ireland,Dublin,53.33,-6.25,2023/11/19 19:45,10,0,82,1.1,3.6
Israel,Jerusalem,31.78,35.23,2023/11/19 21:45,18,0.14,56,0.6,0.9
Italy,Rome,41.9,12.48,2023/11/19 20:45,15,0.14,82,30.5,33.6
Jamaica,Norman Gardens,17.97,-76.75,2023/11/19 14:45,30,0,66,5.5,7.1
Japan,Tokyo,35.69,139.69,2023/11/20 4:45,10,0,76,12.1,16.7
Jordan,Amman,31.95,35.93,2023/11/19 22:45,10,0.18,82,0.6,1.3
Kazakhstan,Astana,51.18,71.43,2023/11/20 1:45,-11,0,85,1,1.3
Kenya,Nairobi,-1.28,36.82,2023/11/19 22:45,18,0.03,88,11.8,19.7
Kiribati,Tarawa,-0.88,169.53,2023/11/20 7:45,29,0.05,74,0.5,0.7
Kuwait,Kuwait City,29.37,47.96,2023/11/19 22:45,21.1,0.04,67,21.6,31.8
Kyrghyzstan,Bishkek,42.87,74.6,2023/11/20 1:45,6.8,0.38,89,4.8,5.9
Indonesia,Laos,-8.18,114.32,2023/11/20 2:45,22.2,0.03,93,16.7,24.6
Latvia,Riga,56.95,24.1,2023/11/19 21:45,-1,0,69,6.7,9.5
Lebanon,Beirut,33.87,35.51,2023/11/19 21:45,16,0.89,68,0.8,1.6
Lesotho,Maseru,-29.32,27.48,2023/11/19 21:45,22.9,0,39,5.5,12.9
Liberia,Monrovia,6.31,-10.8,2023/11/19 19:45,26.8,0,79,1.2,2.6
Thailand,Nan,18.78,100.78,2023/11/20 2:45,17.4,0,87,34.8,38.8
Liechtenstein,Vaduz,47.13,9.52,2023/11/19 20:45,15,0.17,72,0.8,1
Lithuania,Vilnius,54.68,25.32,2023/11/19 21:45,0,0.01,86,11.9,13.5
Luxembourg,Luxembourg,49.61,6.13,2023/11/19 20:45,11,0.01,76,1.5,2.4
Madagascar,Antananarivo,-18.92,47.52,2023/11/19 22:45,20,0.08,83,15.7,24.8
Malawi,Lilongwe,-13.98,33.78,2023/11/19 21:45,25.6,0,52,0.8,3.3
Malaysia,Kuala Lumpur,3.17,101.7,2023/11/20 3:45,26,0.06,94,113.2,132.6
Maldives,Farukolhufunadhoo,6.15,73.27,2023/11/20 0:45,27.3,1.68,77,0.5,0.8
Mali,Bamako,12.65,-8,2023/11/19 19:45,28,0,37,59.2,200.1
Malta,Valletta,35.9,14.51,2023/11/19 20:45,17,0,72,2.1,4.9
Marshall Islands,Majuro,7.1,171.38,2023/11/20 7:45,28,0.05,79,1.7,7.9
Mauritania,Nouakchott,18.09,-15.98,2023/11/19 19:45,30.9,0,25,113.4,493.1
Mauritius,Port Louis,-20.16,57.5,2023/11/19 23:45,25,0.01,83,2.1,5.9
Mexico,Mexico City,19.43,-99.13,2023/11/19 13:45,25,0,19,82.9,89.2
Micronesia,Palikir,6.92,158.15,2023/11/20 6:45,27.9,1.64,86,1,3.3
Russia,Chi-Chi-Erh,51.7,94.45,2023/11/20 2:45,-8.6,0,89,1.6,2.5
Monaco,Monaco,43.73,7.42,2023/11/19 20:45,12,0,82,9.1,11.5
Mongolia,Ulaanbaatar,47.92,106.92,2023/11/20 3:45,-14,0,85,89.6,108.3
Montenegro,Podgorica,42.44,19.26,2023/11/19 20:45,6,0,75,7.8,9.6
Morocco,Rabat,34.03,-6.84,2023/11/19 20:45,12,0,100,41.6,47.4
Mozambique,Maputo,-25.97,32.59,2023/11/19 21:45,25,0,79,6.8,23.5
Myanmar,Pathein,16.78,94.73,2023/11/20 2:15,22.5,0,90,14.1,17.6
Namibia,Windhoek,-22.57,17.08,2023/11/19 21:45,27,0,17,6.5,15.2
Turkey,Yaren,39.55,27.62,2023/11/19 22:45,4,0,100,3.8,5.9
Nepal,Kathmandu,27.72,85.32,2023/11/20 1:30,13,0,88,141.4,211.4
Netherlands,Amsterdam,52.37,4.89,2023/11/19 20:45,13,0.78,88,1.3,3
New Zealand,Wellington,-41.3,174.78,2023/11/20 8:45,14,0,77,1.1,3.2
Nicaragua,Managua,12.15,-86.27,2023/11/19 13:45,31,1.08,66,14,14.8
Niger,Niamey,13.52,2.12,2023/11/19 20:45,33,0,14,61.9,204.1
Nigeria,Abuja,9.18,7.18,2023/11/19 20:45,26,0,70,102.7,288.3
North Korea,Pyongyang,39.02,125.75,2023/11/20 4:45,0.7,0,69,26.8,34.9
Macedonia,Skopje,42,21.43,2023/11/19 20:45,3,0,81,15.9,19.7
Norway,Oslo,59.92,10.75,2023/11/19 20:45,-7,0.03,93,1.9,2.3
Oman,Muscat,23.61,58.59,2023/11/19 23:45,26,0,61,14.9,19.5
Pakistan,Islamabad,33.7,73.17,2023/11/20 0:45,13.4,0,42,143.1,172.6
Palau,Adkip,7.36,134.51,2023/11/20 4:45,28.6,0,78,0.6,1.3
Bolivia,National,-11.18,-67.08,2023/11/19 15:45,36.2,0.31,38,0.5,0.5
Panama,Panama City,8.97,-79.53,2023/11/19 14:45,30,0.23,70,3.7,4.3
Papua New Guinea,Port Moresby,-9.46,147.19,2023/11/20 5:45,25,0,94,4.1,6
Paraguay,Carreria,-21.55,-58.12,2023/11/19 16:45,35,0.37,44,23,23.1
Peru,Lima,-12.05,-77.05,2023/11/19 14:45,20.8,0,71,6.2,20.5
Philippines,Manila,14.6,120.98,2023/11/20 3:45,25,0,79,22.6,38
Poland,Warsaw,52.25,21,2023/11/19 20:45,1,0.6,100,7.4,8.5
Portugal,Lisbon,38.72,-9.13,2023/11/19 19:45,16,0,94,17.2,21.4
Qatar,Doha,25.29,51.53,2023/11/19 22:45,25,0,61,26.3,39.6
Romania,Bucharest,44.43,26.1,2023/11/19 21:45,3,0,81,19.1,26.1
Russia,Moscow,55.75,37.62,2023/11/19 22:45,-8,0,79,42.3,52.4
Rwanda,Kigali,-1.95,30.06,2023/11/19 21:45,21,0.44,83,9.5,17.1
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2023/11/19 15:45,29,0.01,79,4.5,11.4
Saint Lucia,Castries,14,-61,2023/11/19 15:45,30,0,70,3.2,6.8
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2023/11/19 15:45,28,0.12,78,2.2,6.8
Samoa,Apia,-13.83,-171.73,2023/11/20 8:45,30,0.03,70,2.8,10.8
San Marino,San Marino,43.93,12.45,2023/11/19 20:45,8,0,87,19.7,20.8
Belgium,'S-Gravenwezel,51.27,4.55,2023/11/19 20:45,12,0.02,82,1.4,2.6
Saudi Arabia,Riyadh,24.64,46.77,2023/11/19 22:45,23,0,47,50.6,204.5
Senegal,Dakar,14.67,-17.44,2023/11/19 19:45,28,0,84,117.9,448.6
Serbia,Belgrade,44.8,20.47,2023/11/19 20:45,6,0,65,18.7,26.7
Seychelles Islands,Victoria,-4.62,55.45,2023/11/19 23:45,29,0.4,75,3.5,6.1
Sierra Leone,Freetown,8.49,-13.23,2023/11/19 19:45,27.1,0,81,11.9,16.4
Singapore,Singapore,1.29,103.86,2023/11/20 3:45,27,2.14,84,19.5,21.6
Slovakia,Bratislava,48.15,17.12,2023/11/19 20:45,4,0,100,6.1,7.5
Slovenia,Ljubljana,46.06,14.51,2023/11/19 20:45,1,0,100,12.9,20.2
Solomon Islands,Honiara,-9.43,159.95,2023/11/20 6:45,25.8,0,86,0.6,0.8
Somalia,Mogadishu,2.07,45.37,2023/11/19 22:45,26.7,1,83,15.5,37.5
South Africa,Pretoria,-25.75,28.19,2023/11/19 21:45,22,0,61,8.6,13.8
South Korea,Seoul,37.57,127,2023/11/20 4:45,-1,0,93,56.9,74.3
Sudan,Juba,12.15,24.45,2023/11/19 21:45,25.6,0,18,25.1,97
Spain,Madrid,40.4,-3.68,2023/11/19 20:45,11,0,87,31.2,37.4
Sri Lanka,Colombo,6.93,79.85,2023/11/20 1:15,24,0.74,100,11.1,13.7
Sudan,Khartoum,15.59,32.53,2023/11/19 21:45,28.9,0,23,26.5,110
Suriname,Paramaribo,5.83,-55.17,2023/11/19 16:45,28.4,0.55,81,17,33.4
Sweden,Stockholm,59.33,18.05,2023/11/19 20:45,-1,0,86,1.9,4
Switzerland,Bern,46.92,7.47,2023/11/19 20:45,14,0.01,72,0.9,1.1
Syria,Damascus,33.5,36.3,2023/11/19 22:45,13,0.07,82,0.6,1.2
Tajikistan,Dushanbe,38.56,68.77,2023/11/20 0:45,10,0,76,6.3,10.9
Tanzania,Dodoma,-6.18,35.75,2023/11/19 22:45,21.8,0,73,0.5,1.1
Thailand,Bangkok,13.75,100.52,2023/11/20 2:45,23,0,61,67.8,96
Timor-Leste,Dili,-8.56,125.57,2023/11/20 4:45,26,0,74,1.2,1.4
Bulgaria,Lom,43.81,23.24,2023/11/19 21:45,5.3,0,58,3.6,4.6
Tonga,Nuku`Aloia,-21.13,-175.2,2023/11/20 8:45,23,0.61,100,4,10.5
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2023/11/19 15:45,30,0.78,66,3.4,8.7
Tunisia,Tunis,36.8,10.18,2023/11/19 20:45,16,0,94,4.8,11.4
Turkey,Ankara,39.93,32.86,2023/11/19 22:45,2,0,75,3.5,4.1
Turkmenistan,Ashgabat,37.95,58.38,2023/11/20 0:45,11,0,71,13.8,34
Tuvalu,Funafuti,-8.52,179.22,2023/11/20 7:45,30,0,94,1,2.7
Uganda,Kampala,0.32,32.57,2023/11/19 22:45,23,0.24,78,63.7,89.3
Ukraine,Kyiv,50.43,30.52,2023/11/19 21:45,-1.9,0,66,2.5,2.9
United Arab Emirates,Abu Dhabi,24.47,54.37,2023/11/19 23:45,25,0,74,20.4,35.5
United Kingdom,London,51.52,-0.11,2023/11/19 19:45,12,0,82,1.5,3
United States of America,Washington Park,46.6,-120.49,2023/11/19 11:45,9.4,0,63,13.5,14.8
Uruguay,Montevideo,-34.86,-56.17,2023/11/19 16:45,25,0,36,2,3.6
Uzbekistan,Tashkent,41.32,69.25,2023/11/20 0:45,11,0,87,20.7,28.1
Vanuatu,Port Vila,-17.73,168.32,2023/11/20 6:45,26.1,0,79,3,11.7
Venezuela,Caracas,10.5,-66.92,2023/11/19 15:45,31,0.09,66,38.1,38.8
Vietnam,Hanoi,21.03,105.85,2023/11/20 2:45,18,0,83,265,325.4
Yemen,Sanaa,15.35,44.21,2023/11/19 22:45,18.7,0.04,57,8.7,32.7
Zambia,Lusaka,-15.42,28.28,2023/11/19 21:45,28.3,0,22,9.7,16.1
Zimbabwe,Harare,-17.82,31.04,2023/11/19 21:45,27.7,0,27,26.8,39.3
Afghanistan,Kabul,34.52,69.18,2023/11/21 0:15,5.6,0,27,24.3,29.2
Albania,Tirana,41.33,19.82,2023/11/20 20:30,9,0,93,11.5,17.2
Algeria,Algiers,36.76,3.05,2023/11/20 20:30,19,0,78,16.6,43.5
Andorra,Andorra La Vella,42.5,1.52,2023/11/20 20:45,3.8,0.24,92,1.1,1.4
Angola,Luanda,-8.84,13.23,2023/11/20 20:45,27,0,89,12.7,30.2
Antigua and Barbuda,Saint John's,17.12,-61.85,2023/11/20 15:45,28,0,70,6.7,16.5
Argentina,Buenos Aires,-34.59,-58.67,2023/11/20 16:45,30,0,35,1.1,2.6
Armenia,Yerevan,40.18,44.51,2023/11/20 23:45,6,0.42,87,0.5,0.6
Australia,Canberra,-35.28,149.22,2023/11/21 6:45,11,0,100,0.5,0.6
Austria,Vienna,48.2,16.37,2023/11/20 20:30,9,0,71,0.6,1.8
Azerbaijan,Baku,40.4,49.88,2023/11/20 23:45,14,0.04,88,1.3,1.5
Bahamas,Nassau,25.08,-77.35,2023/11/20 14:45,28,0,62,4,10.3
Bahrain,Manama,26.24,50.58,2023/11/20 22:30,26,0,70,25.5,63.3
Bangladesh,Dhaka,23.72,90.41,2023/11/21 1:45,24,0,64,88.1,143.9
Barbados,Bridgetown,13.1,-59.62,2023/11/20 15:45,29,0,79,24.3,51
Belarus,Minsk,53.9,27.57,2023/11/20 22:45,-6,0,73,8,9.1
Belgium,Brussels,50.83,4.33,2023/11/20 20:30,8,0.02,100,4,5.2
Belize,Belmopan,17.25,-88.77,2023/11/20 13:30,30,0.02,70,1.2,2.4
Benin,Porto-Novo,6.48,2.62,2023/11/20 20:45,29,0.01,79,6.8,15.1
Bhutan,Thimphu,27.48,89.6,2023/11/21 1:45,2.8,0,81,7,9.6
Bolivia,Sucre,-19.04,-65.26,2023/11/20 15:45,22.3,0.01,44,2.5,3.3
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2023/11/20 20:45,4,0,93,4.8,7.9
Botswana,Gaborone,-24.65,25.91,2023/11/20 21:45,28,0.01,42,8.6,13.5
Brazil,Bras,-2.08,-58.17,2023/11/20 15:45,33.2,0,46,1,1.1
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2023/11/21 3:45,25,0.08,100,2.7,2.8
Bulgaria,Sofia,42.68,23.32,2023/11/20 21:30,4,0,75,11.2,26.3
Burkina Faso,Ouagadougou,12.37,-1.52,2023/11/20 19:45,30,0,27,106.3,250.1
Burundi,Bujumbura,-3.38,29.36,2023/11/20 21:45,22.3,0,81,16.1,50.1
Madagascar,Ivory,-24.37,46.45,2023/11/20 22:45,28.1,0.55,60,1.6,2.6
Cape Verde,Praia,14.93,-23.51,2023/11/20 18:45,27,0.14,66,61.7,208.4
Cambodia,Phnom Penh,11.55,104.92,2023/11/21 2:45,26,0,79,36.2,51
Cameroon,Bafoussam,5.47,10.42,2023/11/20 20:45,17.4,0.02,87,51.4,122.8
Canada,Ottawa,45.42,-75.7,2023/11/20 14:45,-1,0,50,0.5,0.6
Central African Republic,Bangui,4.37,18.58,2023/11/20 20:45,24,0.06,94,2.5,3.1
Chad,N'djamena,12.11,15.05,2023/11/20 20:45,29,0,20,277.2,1458.4
Chile,Santiago,-33.45,-70.67,2023/11/20 16:45,27,0,25,6.6,11.1
China,Beijing,39.93,116.39,2023/11/21 3:30,1,0,86,435.1,582.2
Bulgaria,Bogot,43.32,24.7,2023/11/20 21:45,8.5,0,65,2.9,3.9
Comoros,Moroni,-11.7,43.24,2023/11/20 22:45,25.9,0,75,0.8,1.9
Congo,Brazzaville,-4.26,15.28,2023/11/20 20:45,29,0,70,18.9,53.4
Costa Rica,San Juan,9.97,-84.08,2023/11/20 13:45,26,0.86,74,16,16.9
Croatia,Zagreb,45.8,16,2023/11/20 20:45,7,0.01,87,46,57.8
Cuba,Havana,23.13,-82.36,2023/11/20 14:45,29,0,58,3.2,6.3
Cyprus,Nicosia,35.17,33.37,2023/11/20 21:45,14,0,59,0.7,1.1
Czech Republic,Prague,50.08,14.47,2023/11/20 20:45,10,0.01,76,1.5,3.2
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2023/11/20 20:45,29,0,70,18.9,53.4
Denmark,Copenhagen,55.67,12.58,2023/11/20 20:45,5,0,87,0.7,1.3
Djibouti,Djibouti,11.6,43.15,2023/11/20 22:45,27.1,0.03,76,9.1,17.9
Dominica,Roseau,15.3,-61.4,2023/11/20 15:45,31,0.01,52,10.9,24.7
Dominican Republic,Santo Domingo,18.47,-69.9,2023/11/20 15:45,30,0,75,6.6,7.9
Ecuador,Quito,-0.22,-78.5,2023/11/20 14:45,15,2.02,79,13.8,16.5
Egypt,Cairo,30.05,31.25,2023/11/20 21:45,19,0,64,6.5,21.1
El Salvador,San Salvador,13.71,-89.2,2023/11/20 13:45,31,0,59,19.2,22.1
Equatorial Guinea,Malabo,3.75,8.78,2023/11/20 20:30,26,0.07,100,0.5,0.8
Eritrea,Asmara,15.33,38.93,2023/11/20 22:45,20.1,0.09,90,19.7,28
Estonia,Tallinn,59.43,24.73,2023/11/20 21:45,-2,0,86,2.5,3.7
Swaziland,Mbabane,-26.32,31.13,2023/11/20 21:45,20,0,69,7.1,10.4
Ethiopia,Addis Ababa,9.03,38.7,2023/11/20 22:45,16,0,63,45.9,107.5
Fiji Islands,Suva,-18.13,178.42,2023/11/21 7:45,24.8,0,71,2.2,3.5
Finland,Helsinki,60.18,24.93,2023/11/20 21:45,-1,0,93,18.9,24.3
France,Paris,48.87,2.33,2023/11/20 20:45,10,0.04,94,3.8,5.1
Gabon,Libreville,0.38,9.45,2023/11/20 20:45,26,0,94,4,5.8
Gambia,Banjul,13.45,-16.58,2023/11/20 19:45,28,0,84,102.2,296.4
Georgia,Tbilisi,41.73,44.79,2023/11/20 23:45,8,0.92,71,0.5,0.6
Germany,Berlin,52.52,13.4,2023/11/20 20:45,9,1.65,93,2.8,3.5
Ghana,Accra,5.55,-0.22,2023/11/20 19:45,28,0,89,4.7,10.4
Greece,Athens,37.98,23.72,2023/11/20 21:30,9,0,76,5.2,7.6
Grenada,Saint George's,12.05,-61.75,2023/11/20 15:45,30,0,79,1.6,2.9
Guatemala,Guatemala City,14.62,-90.53,2023/11/20 13:45,24,0,61,88,95.6
Guinea,Conakry,9.51,-13.71,2023/11/20 19:45,28,0,79,6.3,12.3
Guinea-Bissau,Bissau,11.85,-15.58,2023/11/20 19:45,28,0,84,54.2,121.6
Guyana,Georgetown,6.8,-58.17,2023/11/20 15:45,32,0,59,5.3,6.2
Haiti,Port-Au-Prince,18.54,-72.34,2023/11/20 14:45,32,0,63,48.4,73.4
Vatican City,Vatican City,41.9,12.45,2023/11/20 20:45,17,0.03,83,6.1,8.8
Honduras,Tegucigalpa,14.1,-87.22,2023/11/20 13:45,28,0,51,9.8,11.1
Hungary,Budapest,47.5,19.08,2023/11/20 20:45,6,0,87,1.8,2.8
Iceland,Hella,63.83,-20.4,2023/11/20 19:45,8,1.16,94,0.9,1
India,New Delhi,28.6,77.2,2023/11/21 1:15,16,0,77,253.1,292.1
Indonesia,Jakarta,-6.21,106.85,2023/11/21 2:45,27,0.14,94,493.2,600.9
Iran,Tehran,35.73,51.33,2023/11/20 23:15,13,0.79,77,19.2,23.8
Iraq,Baghdad,33.34,44.39,2023/11/20 22:45,17,0,72,10.9,26.1
Ireland,Dublin,53.33,-6.25,2023/11/20 19:45,9,0.02,81,0.7,1.5
Israel,Jerusalem,31.78,35.23,2023/11/20 21:45,19,0.02,68,3.2,10.4
Italy,Rome,41.9,12.48,2023/11/20 20:45,17,0.03,83,6.1,8.8
Jamaica,Norman Gardens,17.97,-76.75,2023/11/20 14:45,31,0,66,8.6,11.3
Japan,Tokyo,35.69,139.69,2023/11/21 4:45,11,0,58,1.7,4.2
Jordan,Amman,31.95,35.93,2023/11/20 22:45,13,0.08,82,3.3,8.6
Kazakhstan,Astana,51.18,71.43,2023/11/21 1:45,-12,0,92,3.5,3.8
Kenya,Nairobi,-1.28,36.82,2023/11/20 22:45,19,0.12,83,17.2,28.9
Kiribati,Tarawa,-0.88,169.53,2023/11/21 7:45,28.7,0.03,70,0.5,1.1
Kuwait,Kuwait City,29.37,47.96,2023/11/20 22:45,23,0,45,27.4,111.5
Kyrghyzstan,Bishkek,42.87,74.6,2023/11/21 1:45,8.4,0,53,3.8,4.7
Indonesia,Laos,-8.18,114.32,2023/11/21 2:45,21.2,0.02,88,19.3,23.3
Latvia,Riga,56.95,24.1,2023/11/20 21:45,0,0,86,16.9,19.9
Lebanon,Beirut,33.87,35.51,2023/11/20 21:45,17,0.03,68,1,3.6
Lesotho,Maseru,-29.32,27.48,2023/11/20 21:45,23.8,0,32,3.2,5.5
Liberia,Monrovia,6.31,-10.8,2023/11/20 19:45,26,1.29,84,1.5,2.7
Thailand,Nan,18.78,100.78,2023/11/21 2:45,17.2,0,92,51.4,59.8
Liechtenstein,Vaduz,47.13,9.52,2023/11/20 20:45,10,0.08,87,2.5,3.4
Lithuania,Vilnius,54.68,25.32,2023/11/20 21:45,-4,0,74,7.3,9.3
Luxembourg,Luxembourg,49.61,6.13,2023/11/20 20:45,7,0.09,100,1,1.3
Madagascar,Antananarivo,-18.92,47.52,2023/11/20 22:45,17,0,94,14.8,28.4
Malawi,Lilongwe,-13.98,33.78,2023/11/20 21:45,26.5,0,48,1.4,5.4
Malaysia,Kuala Lumpur,3.17,101.7,2023/11/21 3:45,25,0.06,94,39.8,57.5
Maldives,Farukolhufunadhoo,6.15,73.27,2023/11/21 0:45,28.3,0,73,3.9,4.1
Mali,Bamako,12.65,-8,2023/11/20 19:45,31,0,24,48.8,167
Malta,Valletta,35.9,14.51,2023/11/20 20:45,19,0,78,6.1,22.1
Marshall Islands,Majuro,7.1,171.38,2023/11/21 7:45,29,0.03,79,1,3.8
Mauritania,Nouakchott,18.09,-15.98,2023/11/20 19:45,30.4,0,26,79.7,186.9
Mauritius,Port Louis,-20.16,57.5,2023/11/20 23:45,25,0.04,94,1.3,2.7
Mexico,Mexico City,19.43,-99.13,2023/11/20 13:45,26,0,26,225.4,244.9
Micronesia,Palikir,6.92,158.15,2023/11/21 6:45,29,0,75,2.3,6.3
Russia,Chi-Chi-Erh,51.7,94.45,2023/11/21 2:45,-10.2,0,86,0.5,0.6
Monaco,Monaco,43.73,7.42,2023/11/20 20:45,13,0,82,16.7,21.1
Mongolia,Ulaanbaatar,47.92,106.92,2023/11/21 3:45,-6,0.01,93,87,90.4
Montenegro,Podgorica,42.44,19.26,2023/11/20 20:45,7,0,87,11.1,13.3
Morocco,Rabat,34.03,-6.84,2023/11/20 20:45,14,0,100,10.4,17.6
Mozambique,Maputo,-25.97,32.59,2023/11/20 21:45,26,0,84,7.5,24.8
Myanmar,Pathein,16.78,94.73,2023/11/21 2:15,23.8,0,90,5.7,8.5
Namibia,Windhoek,-22.57,17.08,2023/11/20 21:45,25,0,19,6.7,22
Turkey,Yaren,39.55,27.62,2023/11/20 22:45,5,0,100,16.4,19.7
Nepal,Kathmandu,27.72,85.32,2023/11/21 1:30,13,0,88,160.5,243.5
Netherlands,Amsterdam,52.37,4.89,2023/11/20 20:45,9,0.02,93,2.6,4.8
New Zealand,Wellington,-41.3,174.78,2023/11/21 8:45,14,0.01,100,1.6,4.3
Nicaragua,Managua,12.15,-86.27,2023/11/20 13:45,31,1.01,66,7,7.9
Niger,Niamey,13.52,2.12,2023/11/20 20:45,33,0,14,77.6,212.3
Nigeria,Abuja,9.18,7.18,2023/11/20 20:45,28,0,58,84.7,227.3
North Korea,Pyongyang,39.02,125.75,2023/11/21 4:45,2.6,0,57,77.5,92.9
Macedonia,Skopje,42,21.43,2023/11/20 20:45,3,0,87,50,57.3
Norway,Oslo,59.92,10.75,2023/11/20 20:45,6,0,56,4.3,5.5
Oman,Muscat,23.61,58.59,2023/11/20 23:45,25,0,61,44.6,61.3
Pakistan,Islamabad,33.7,73.17,2023/11/21 0:45,13.6,0,43,88.9,110.7
Palau,Adkip,7.36,134.51,2023/11/21 4:45,28.4,0,78,0.7,1.4
Bolivia,National,-11.18,-67.08,2023/11/20 15:45,26.7,0.1,76,1.1,1.1
Panama,Panama City,8.97,-79.53,2023/11/20 14:45,30,2.11,75,12.4,13.2
Papua New Guinea,Port Moresby,-9.46,147.19,2023/11/21 5:45,25,0,100,15.6,20.1
Paraguay,Carreria,-21.55,-58.12,2023/11/20 16:45,36.8,0,34,16.5,16.5
Peru,Lima,-12.05,-77.05,2023/11/20 14:45,21.1,0,70,6.6,18.3
Philippines,Manila,14.6,120.98,2023/11/21 3:45,26,0.04,79,5,9.4
Poland,Warsaw,52.25,21,2023/11/20 20:45,1,0,93,28.2,34
Portugal,Lisbon,38.72,-9.13,2023/11/20 19:45,16,0,88,6.9,8.2
Qatar,Doha,25.29,51.53,2023/11/20 22:45,27,0,70,29.9,105
Romania,Bucharest,44.43,26.1,2023/11/20 21:45,5,0,93,7.4,9.9
Russia,Moscow,55.75,37.62,2023/11/20 22:45,-8,0,73,7,9.3
Rwanda,Kigali,-1.95,30.06,2023/11/20 21:45,21,0,78,10.3,22.3
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2023/11/20 15:45,30,0,75,5.4,12
Saint Lucia,Castries,14,-61,2023/11/20 15:45,30,0.01,70,19,33.9
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2023/11/20 15:45,28,0,73,13.1,17.1
Samoa,Apia,-13.83,-171.73,2023/11/21 8:45,29,0.02,75,2.6,9.9
San Marino,San Marino,43.93,12.45,2023/11/20 20:45,9,0.03,93,15.8,18.9
Belgium,'S-Gravenwezel,51.27,4.55,2023/11/20 20:45,8,0,93,2.8,4
Saudi Arabia,Riyadh,24.64,46.77,2023/11/20 22:45,19,0.02,88,6.7,24.5
Senegal,Dakar,14.67,-17.44,2023/11/20 19:45,27.2,0,78,105.6,406.6
Serbia,Belgrade,44.8,20.47,2023/11/20 20:45,9,0,76,28.8,45.9
Seychelles Islands,Victoria,-4.62,55.45,2023/11/20 23:45,27,0.02,84,3.6,6.5
Sierra Leone,Freetown,8.49,-13.23,2023/11/20 19:45,28,0,74,5.4,7.4
Singapore,Singapore,1.29,103.86,2023/11/21 3:45,27,1.64,89,17.8,19.4
Slovakia,Bratislava,48.15,17.12,2023/11/20 20:45,11,0,66,1.9,3
Slovenia,Ljubljana,46.06,14.51,2023/11/20 20:45,3,0.2,93,44.3,60.3
Solomon Islands,Honiara,-9.43,159.95,2023/11/21 6:45,25.3,0,87,1.1,1.4
Somalia,Mogadishu,2.07,45.37,2023/11/20 22:45,27.4,0.28,79,6.3,19.5
South Africa,Pretoria,-25.75,28.19,2023/11/20 21:45,22,0,61,7.3,15.1
South Korea,Seoul,37.57,127,2023/11/21 4:45,-2,0,100,100.7,116.2
Sudan,Juba,12.15,24.45,2023/11/20 21:45,24.8,0,19,37.8,174.2
Spain,Madrid,40.4,-3.68,2023/11/20 20:45,11,0,71,38.7,47.1
Sri Lanka,Colombo,6.93,79.85,2023/11/21 1:15,25.1,0,89,10.4,13
Sudan,Khartoum,15.59,32.53,2023/11/20 21:45,27.6,0,19,27.9,129.9
Suriname,Paramaribo,5.83,-55.17,2023/11/20 16:45,32,0.02,59,7,11.8
Sweden,Stockholm,59.33,18.05,2023/11/20 20:45,1,0.03,93,1.6,2.7
Switzerland,Bern,46.92,7.47,2023/11/20 20:45,9,0.01,71,1,1.3
Syria,Damascus,33.5,36.3,2023/11/20 22:45,14,0,67,1.1,3
Tajikistan,Dushanbe,38.56,68.77,2023/11/21 0:45,12,0,50,3.8,6
Tanzania,Dodoma,-6.18,35.75,2023/11/20 22:45,22,0,70,0.5,1.3
Thailand,Bangkok,13.75,100.52,2023/11/21 2:45,24,0,65,65.7,90.5
Timor-Leste,Dili,-8.56,125.57,2023/11/21 4:45,25.4,0,72,2.1,2.4
Bulgaria,Lom,43.81,23.24,2023/11/20 21:45,9.7,0,59,8.3,9.8
Tonga,Nuku`Aloia,-21.13,-175.2,2023/11/21 8:45,26,0,84,2.3,9.4
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2023/11/20 15:45,30,0.22,79,2.1,4.4
Tunisia,Tunis,36.8,10.18,2023/11/20 20:45,18,0,83,25.9,38.1
Turkey,Ankara,39.93,32.86,2023/11/20 22:45,3,0,81,38.4,44
Turkmenistan,Ashgabat,37.95,58.38,2023/11/21 0:45,20,0,35,20.4,89.5
Tuvalu,Funafuti,-8.52,179.22,2023/11/21 7:45,27.9,0,78,0.5,0.7
Uganda,Kampala,0.32,32.57,2023/11/20 22:45,19.3,1.1,97,101,128.7
Ukraine,Kyiv,50.43,30.52,2023/11/20 21:45,-1.7,0,78,5.6,7.5
United Arab Emirates,Abu Dhabi,24.47,54.37,2023/11/20 23:45,27,0,54,25,103.3
United Kingdom,London,51.52,-0.11,2023/11/20 19:45,11,0.03,87,2.5,3
